stimuli_file,rating,filter,base_img,rating_type
./stimuli/clarendon_p41.jpg,4.0,clarendon,p41.jpg,realism
./stimuli/clarendon_p42.jpg,4.5,clarendon,p42.jpg,realism
./stimuli/clarendon_p43.jpg,4.5,clarendon,p43.jpg,realism
./stimuli/clarendon_p44.jpg,3.5,clarendon,p44.jpg,realism
./stimuli/clarendon_p45.jpg,4.333333333333333,clarendon,p45.jpg,realism
./stimuli/clarendon_p46.jpg,3.0,clarendon,p46.jpg,realism
./stimuli/clarendon_p47.jpg,2.3333333333333335,clarendon,p47.jpg,realism
./stimuli/clarendon_p48.jpg,4.25,clarendon,p48.jpg,realism
./stimuli/clarendon_p49.jpg,3.4285714285714284,clarendon,p49.jpg,realism
./stimuli/clarendon_p50.jpg,4.090909090909091,clarendon,p50.jpg,realism
./stimuli/clarendon_p51.jpg,3.857142857142857,clarendon,p51.jpg,realism
./stimuli/clarendon_p52.jpg,3.0,clarendon,p52.jpg,realism
./stimuli/clarendon_p53.jpg,3.5,clarendon,p53.jpg,realism
./stimuli/clarendon_p54.jpg,3.727272727272727,clarendon,p54.jpg,realism
./stimuli/gingham_01_IMG_9832.jpg,4.3,gingham,01_IMG_9832.jpg,realism
./stimuli/gingham_02_IMG_0047.jpg,4.0,gingham,02_IMG_0047.jpg,realism
./stimuli/gingham_IMG_1665.jpg,3.8333333333333335,gingham,IMG_1665.jpg,realism
./stimuli/gingham_IMG_3867_4.jpg,3.6,gingham,IMG_3867_4.jpg,realism
./stimuli/gingham_IMG_3995.jpg,2.0,gingham,IMG_3995.jpg,realism
./stimuli/gingham_IMG_4140.jpg,4.75,gingham,IMG_4140.jpg,realism
./stimuli/gingham_IMG_4291.jpg,4.125,gingham,IMG_4291.jpg,realism
./stimuli/gingham_IMG_4436.jpg,4.0,gingham,IMG_4436.jpg,realism
./stimuli/gingham_IMG_4558.jpg,3.3333333333333335,gingham,IMG_4558.jpg,realism
./stimuli/gingham_IMG_4884.jpg,3.25,gingham,IMG_4884.jpg,realism
./stimuli/gingham_IMG_5003.jpg,4.0,gingham,IMG_5003.jpg,realism
./stimuli/gingham_IMG_5045.jpg,4.375,gingham,IMG_5045.jpg,realism
./stimuli/gingham_IMG_5128.jpg,3.5,gingham,IMG_5128.jpg,realism
./stimuli/gingham_IMG_5150.jpg,3.6,gingham,IMG_5150.jpg,realism
./stimuli/gingham_IMG_5283.jpg,3.6,gingham,IMG_5283.jpg,realism
./stimuli/gingham_IMG_5359.jpg,3.3333333333333335,gingham,IMG_5359.jpg,realism
./stimuli/gingham_IMG_5424.jpg,3.2857142857142856,gingham,IMG_5424.jpg,realism
./stimuli/gingham_IMG_5541.jpg,2.4166666666666665,gingham,IMG_5541.jpg,realism
./stimuli/gingham_IMG_5557.jpg,2.6,gingham,IMG_5557.jpg,realism
./stimuli/gingham_IMG_5656.jpg,4.0,gingham,IMG_5656.jpg,realism
./stimuli/gingham_IMG_5792.jpg,4.444444444444445,gingham,IMG_5792.jpg,realism
./stimuli/gingham_IMG_5936.jpg,4.666666666666667,gingham,IMG_5936.jpg,realism
./stimuli/gingham_IMG_5971_.jpg,3.3333333333333335,gingham,IMG_5971_.jpg,realism
./stimuli/gingham_IMG_5982.jpg,4.5,gingham,IMG_5982.jpg,realism
./stimuli/gingham_IMG_6010.jpg,4.166666666666667,gingham,IMG_6010.jpg,realism
./stimuli/gingham_IMG_6177_golden_2.jpg,4.571428571428571,gingham,IMG_6177_golden_2.jpg,realism
./stimuli/gingham_IMG_6255_.jpg,4.833333333333333,gingham,IMG_6255_.jpg,realism
./stimuli/gingham_IMG_6314.jpg,3.75,gingham,IMG_6314.jpg,realism
./stimuli/gingham_IMG_6426.jpg,4.111111111111111,gingham,IMG_6426.jpg,realism
./stimuli/gingham_IMG_6457.jpg,4.5,gingham,IMG_6457.jpg,realism
./stimuli/gingham_IMG_6790.jpg,3.8,gingham,IMG_6790.jpg,realism
./stimuli/gingham_IMG_6819.jpg,4.25,gingham,IMG_6819.jpg,realism
./stimuli/gingham_IMG_6837.jpg,4.166666666666667,gingham,IMG_6837.jpg,realism
./stimuli/gingham_IMG_7057.jpg,3.5555555555555554,gingham,IMG_7057.jpg,realism
./stimuli/gingham_IMG_7141.jpg,4.333333333333333,gingham,IMG_7141.jpg,realism
./stimuli/gingham_IMG_7187.jpg,3.8,gingham,IMG_7187.jpg,realism
./stimuli/gingham_IMG_7392_.jpg,3.3333333333333335,gingham,IMG_7392_.jpg,realism
./stimuli/gingham_IMG_7450.jpg,4.0,gingham,IMG_7450.jpg,realism
./stimuli/gingham_IMG_7595.jpg,3.75,gingham,IMG_7595.jpg,realism
./stimuli/gingham_IMG_7640.jpg,3.375,gingham,IMG_7640.jpg,realism
./stimuli/gingham_IMG_7663.jpg,3.75,gingham,IMG_7663.jpg,realism
./stimuli/gingham_IMG_7753.jpg,4.2,gingham,IMG_7753.jpg,realism
./stimuli/gingham_IMG_7758.jpg,3.5,gingham,IMG_7758.jpg,realism
./stimuli/gingham_IMG_7817.jpg,4.166666666666667,gingham,IMG_7817.jpg,realism
./stimuli/gingham_blume.jpg,4.1,gingham,blume.jpg,realism
./stimuli/gingham_p01.jpg,4.0,gingham,p01.jpg,realism
./stimuli/gingham_p02.jpg,4.0,gingham,p02.jpg,realism
./stimuli/gingham_p03.jpg,3.2857142857142856,gingham,p03.jpg,realism
./stimuli/gingham_p04.jpg,4.2,gingham,p04.jpg,realism
./stimuli/gingham_p05.jpg,4.0,gingham,p05.jpg,realism
./stimuli/gingham_p06.jpg,4.0,gingham,p06.jpg,realism
./stimuli/gingham_p07.jpg,3.3333333333333335,gingham,p07.jpg,realism
./stimuli/gingham_p08.jpg,4.0,gingham,p08.jpg,realism
./stimuli/gingham_p09.jpg,3.875,gingham,p09.jpg,realism
./stimuli/gingham_p10.jpg,3.8,gingham,p10.jpg,realism
./stimuli/gingham_p11.jpg,3.1,gingham,p11.jpg,realism
./stimuli/gingham_p12.jpg,3.25,gingham,p12.jpg,realism
./stimuli/gingham_p13.jpg,4.166666666666667,gingham,p13.jpg,realism
./stimuli/gingham_p14.jpg,4.0,gingham,p14.jpg,realism
./stimuli/gingham_p15.jpg,2.6666666666666665,gingham,p15.jpg,realism
./stimuli/gingham_p16.jpg,4.375,gingham,p16.jpg,realism
./stimuli/gingham_p17.jpg,3.857142857142857,gingham,p17.jpg,realism
./stimuli/gingham_p18.jpg,3.3636363636363638,gingham,p18.jpg,realism
./stimuli/gingham_p19.jpg,4.6,gingham,p19.jpg,realism
./stimuli/gingham_p20.jpg,4.142857142857143,gingham,p20.jpg,realism
./stimuli/gingham_p21.jpg,4.181818181818182,gingham,p21.jpg,realism
